"x","trig"
-6.28318530717959,-5.91072416538325
-6.28218530717959,-4.90252355158975
-6.28118530717959,-1.45746324149399
-6.28018530717959,9.77073211906917
-6.27918530717959,4.47939890207075
-6.27818530717959,-2.85704059647749
-6.27718530717959,5.0464701735523
-6.27618530717959,-6.29357637980403
-6.27518530717959,2.80044932065103
-6.27418530717959,-1.40499830288761
-6.27318530717959,-2.43057062920585
-6.27218530717959,-2.54660457705664
-6.27118530717959,-1.16599485349365
-6.27018530717959,6.35757137864503
-6.26918530717959,-1.75826896986848
-6.26818530717959,-3.46510375092149
-6.26718530717959,0.566741950027517
-6.26618530717959,7.60871462031847
-6.26518530717959,1.30299980962763
-6.26418530717959,0.612702987297185
-6.26318530717959,2.61191549913206
-6.26218530717959,7.42018691307986
-6.26118530717959,-0.128551387891424
-6.26018530717959,3.82744170701269
-6.25918530717959,-1.95064012769397
-6.25818530717959,-0.628853569450715
-6.25718530717959,-2.69112256938312
-6.25618530717959,1.6097270496194
-6.25518530717959,1.43036619431464
-6.25418530717959,5.21538510811739
-6.25318530717959,-4.01870698784875
-6.25218530717959,2.75726863815277
-6.25118530717959,0.257314144373912
-6.25018530717959,7.48236351005169
-6.24918530717959,-4.79388523624064
-6.24818530717959,-2.57983785554228
-6.24718530717959,7.60839228653617
-6.24618530717959,-4.85409994863057
-6.24518530717959,2.68609578014039
-6.24418530717959,1.11183834008835
-6.24318530717959,0.74713929866522
-6.24218530717959,-5.62391418090589
-6.24118530717959,-3.19253372599148
-6.24018530717959,1.70670774615747
-6.23918530717959,2.96631805677734
-6.23818530717959,5.33392346530807
-6.23718530717959,7.85859494440437
-6.23618530717959,7.58385040896242
-6.23518530717959,-1.03103461386793
-6.23418530717959,-0.208888380710899
-6.23318530717959,8.21587333462775
-6.23218530717959,4.57245708602711
-6.23118530717959,3.03952583981516
-6.23018530717959,0.525182867537204
-6.22918530717959,-3.78686063862583
-6.22818530717959,1.47339531615078
-6.22718530717959,-0.398222614915616
-6.22618530717959,-7.33182263557291
-6.22518530717959,-5.66013953882398
-6.22418530717959,3.24749687416388
-6.22318530717959,2.15645780112465
-6.22218530717959,-4.02545980269044
-6.22118530717959,-0.105905844461914
-6.22018530717959,1.05007753121928
-6.21918530717959,-0.779799236426928
-6.21818530717959,-4.62957266875974
-6.21718530717959,-1.14724598143029
-6.21618530717959,2.80950576037695
-6.21518530717959,1.33892791120149
-6.21418530717959,-2.02720969036553
-6.21318530717959,6.90214979391276
-6.21218530717959,-6.08343975475483
-6.21118530717959,1.8109338860384
-6.21018530717959,-0.961469669386328
-6.20918530717959,-2.61701940598406
-6.20818530717959,2.93981666359943
-6.20718530717959,6.86526583693689
-6.20618530717959,1.72052936522143
-6.20518530717959,-1.6843898531742
-6.20418530717959,7.94348838224897
-6.20318530717959,6.53786494236631
-6.20218530717959,-4.03596852253334
-6.20118530717959,3.60605911674316
-6.20018530717959,-3.51176773345722
-6.19918530717959,2.0255212156284
-6.19818530717959,-2.72404036796708
-6.19718530717959,3.77843082982119
-6.19618530717959,-0.384901763688958
-6.19518530717959,-3.40795357943132
-6.19418530717959,0.575996448778576
-6.19318530717959,-0.282515291240192
-6.19218530717959,2.56030796788266
-6.19118530717959,3.98214280697686
-6.19018530717959,-2.96376118830898
-6.18918530717959,0.460534439641938
-6.18818530717959,-0.562516007534182
-6.18718530717959,3.52725898833677
-6.18618530717959,3.0606667418795
-6.18518530717959,5.891182981359
-6.18418530717959,-3.51745014413419
-6.18318530717959,3.01521211076739
-6.18218530717959,1.72886283908168
-6.18118530717959,12.841479720693
-6.18018530717959,-4.73382753353434
-6.17918530717959,1.19435772150865
-6.17818530717959,0.00784262623799359
-6.17718530717959,6.13601510955697
-6.17618530717959,-2.90152013098003
-6.17518530717959,9.02428818123899
-6.17418530717959,-2.39540868439632
-6.17318530717959,4.91036365772007
-6.17218530717959,0.67941074759706
-6.17118530717959,0.356266807152398
-6.17018530717959,2.79657656998593
-6.16918530717959,-3.78831305785121
-6.16818530717959,3.22231685022103
-6.16718530717959,-4.22962265249561
-6.16618530717959,9.68204194987236
-6.16518530717959,-2.72151038323549
-6.16418530717959,-2.27441510243869
-6.16318530717959,1.1960370013385
-6.16218530717959,4.32411715053026
-6.16118530717959,4.08551594029192
-6.16018530717959,-1.62921084686648
-6.15918530717959,-1.98517949583934
-6.15818530717959,4.55711548407371
-6.15718530717959,3.88609297697319
-6.15618530717959,9.19930697138521
-6.15518530717959,5.46024473733272
-6.15418530717959,0.533523565191884
-6.15318530717959,4.74002444017273
-6.15218530717959,-6.91442043592783
-6.15118530717959,-0.40726939491209
-6.15018530717959,-1.45107994629482
-6.14918530717959,0.926248422391184
-6.14818530717959,0.0599432924684498
-6.14718530717959,-6.44660579902941
-6.14618530717959,-4.60486433047428
-6.14518530717959,1.29051785504864
-6.14418530717959,2.55158845529297
-6.14318530717959,-2.67969810036729
-6.14218530717959,6.80545270101832
-6.14118530717959,-9.17502866083491
-6.14018530717959,-3.96828594801605
-6.13918530717959,5.82534218440419
-6.13818530717959,-6.53904601258871
-6.13718530717959,0.557107891043431
-6.13618530717959,0.385687289237418
-6.13518530717959,-1.93685910716352
-6.13418530717959,-5.69782416618517
-6.13318530717959,-2.96661989004728
-6.13218530717959,0.791366710175871
-6.13118530717959,2.93602481444777
-6.13018530717959,-0.272525185747881
-6.12918530717959,1.88030297340483
-6.12818530717959,6.51079515858178
-6.12718530717959,-4.47842870315042
-6.12618530717959,0.624349694538101
-6.12518530717959,-0.0160186881770612
-6.12418530717959,2.18010044240386
-6.12318530717959,0.813760761091407
-6.12218530717959,0.621789843659681
-6.12118530717959,5.18423384693311
-6.12018530717959,-0.23036730724007
-6.11918530717959,6.2275062659441
-6.11818530717959,-3.94412311755329
-6.11718530717959,2.01909371514416
-6.11618530717959,4.51717063144069
-6.11518530717959,9.51893240858682
-6.11418530717959,1.42660595189415
-6.11318530717959,10.1518530012222
-6.11218530717959,5.30486529199029
-6.11118530717959,1.7918671604374
-6.11018530717959,2.44708171677269
-6.10918530717959,-1.49498042556151
-6.10818530717959,-0.337282856934072
-6.10718530717959,-1.69509528467161
-6.10618530717959,1.64968027896831
-6.10518530717959,4.49947308369341
-6.10418530717959,-2.00856637517242
-6.10318530717959,0.568452303394284
-6.10218530717959,-0.278179057166663
-6.10118530717959,-3.69465565172654
-6.10018530717959,7.66628606290682
-6.09918530717959,5.60824699991013
-6.09818530717959,-3.51714095580171
-6.09718530717959,1.32829269432473
-6.09618530717959,6.21314305860828
-6.09518530717959,1.5558129737382
-6.09418530717959,-0.105525215862748
-6.09318530717959,6.34312188683218
-6.09218530717959,3.94806022682414
-6.09118530717959,-4.37999189242233
-6.09018530717959,0.466641679867182
-6.08918530717959,1.2565079737687
-6.08818530717959,8.53008304900554
-6.08718530717959,1.72387186995231
-6.08618530717959,2.65609971649593
-6.08518530717959,0.455126097580912
-6.08418530717959,3.17057987856668
-6.08318530717959,2.48351374991234
-6.08218530717959,3.88354113189949
-6.08118530717959,3.11960745517984
-6.08018530717959,0.218549752753004
-6.07918530717959,1.98959002336842
-6.07818530717959,-0.20135332202797
-6.07718530717959,8.31845710814178
-6.07618530717959,7.48184227339177
-6.07518530717959,4.38102660655876
-6.07418530717959,3.42581989563753
-6.07318530717959,1.2374142866923
-6.07218530717959,6.50568877074084
-6.07118530717959,2.46192052648986
-6.07018530717959,1.35474670349726
-6.06918530717959,1.76262302493666
-6.06818530717959,-0.387736693398034
-6.06718530717959,6.78494471393642
-6.06618530717959,-1.58762023150769
-6.06518530717959,1.42043361002467
-6.06418530717959,7.4198330300828
-6.06318530717959,-2.05433296775507
-6.06218530717959,5.61160216716818
-6.06118530717959,2.09788929567443
-6.06018530717959,-4.84346660820564
-6.05918530717959,1.72814523285731
-6.05818530717959,6.52458081693778
-6.05718530717959,0.716747718141556
-6.05618530717959,1.40740664967523
-6.05518530717959,-1.91255720822058
-6.05418530717959,6.02945369923768
-6.05318530717959,4.24813140464537
-6.05218530717959,10.6336033729806
-6.05118530717959,8.36630585242527
-6.05018530717959,-0.00818498769113019
-6.04918530717959,4.83959463820188
-6.04818530717959,-9.99675521968518
-6.04718530717959,2.74322876975289
-6.04618530717959,-5.71697847291452
-6.04518530717959,7.78437235866567
-6.04418530717959,7.17372766074363
-6.04318530717959,3.24300979009277
-6.04218530717959,-1.27349582693631
-6.04118530717959,3.34313961950773
-6.04018530717959,-1.04840022139412
-6.03918530717959,0.861892869227525
-6.03818530717959,9.46802905918275
-6.03718530717959,0.217181743469107
-6.03618530717959,2.97114971782365
-6.03518530717959,6.55154924187866
-6.03418530717959,-2.33167269670973
-6.03318530717959,0.184899851668212
-6.03218530717959,-1.51231970710895
-6.03118530717959,10.1522260713966
-6.03018530717959,3.60567138352443
-6.02918530717959,0.664117022362165
-6.02818530717959,-6.26143094643992
-6.02718530717959,5.66458352886808
-6.02618530717959,1.17338738427136
-6.02518530717959,0.808226194063936
-6.02418530717959,1.9918643833233
-6.02318530717959,1.64527138728802
-6.02218530717959,2.35810379934832
-6.02118530717959,4.09392680554281
-6.02018530717959,2.74292223089778
-6.01918530717959,-4.37082049179755
-6.01818530717959,6.48828317532835
-6.01718530717959,4.58296164752724
-6.01618530717959,3.12016760808411
-6.01518530717959,-0.944742700344197
-6.01418530717959,-3.54769075859682
-6.01318530717959,1.86645936581638
-6.01218530717959,1.16880519049673
-6.01118530717959,5.58641550951264
-6.01018530717959,4.84207735168457
-6.00918530717959,4.34610632603109
-6.00818530717959,9.0487327518065
-6.00718530717959,7.83854701990357
-6.00618530717959,2.75138003997925
-6.00518530717959,4.54608697310295
-6.00418530717959,6.44057276916365
-6.00318530717959,3.22413312815984
-6.00218530717959,-1.64195146392591
-6.00118530717959,7.44693900334489
-6.00018530717959,6.87549090145368
-5.99918530717959,-0.930057225928655
-5.99818530717959,0.498490441110671
-5.99718530717959,6.29302915299593
-5.99618530717959,-2.04148826490378
-5.99518530717959,0.9341299039321
-5.99418530717959,2.96245789254422
-5.99318530717959,1.65846789537356
-5.99218530717959,4.75467641972463
-5.99118530717959,3.49172670814309
-5.99018530717959,1.3613811702186
-5.98918530717959,4.36500830224683
-5.98818530717959,5.31299636220851
-5.98718530717959,1.47078919466927
-5.98618530717959,2.40679205744274
-5.98518530717959,1.15202455491162
-5.98418530717959,-3.34358678004086
-5.98318530717959,-0.53206438190364
-5.98218530717959,3.74881520478314
-5.98118530717959,7.0045634605864
-5.98018530717959,4.23309392741733
-5.97918530717959,-3.48650542648969
-5.97818530717959,0.498635329195658
-5.97718530717959,-1.0231416378525
-5.97618530717959,10.6612666668174
-5.97518530717959,-1.97226314912152
-5.97418530717959,-2.05138769124708
-5.97318530717959,4.52739861583284
-5.97218530717959,0.518326873966167
-5.97118530717959,3.61825921478069
-5.97018530717959,0.245455275747946
-5.96918530717959,2.83080420530132
-5.96818530717959,5.10018115800625
-5.96718530717959,-3.09264637182295
-5.96618530717959,1.81598845322471
-5.96518530717959,-5.56032587925538
-5.96418530717959,0.260161173051024
-5.96318530717959,3.27884411516029
-5.96218530717959,-1.73724358039886
-5.96118530717959,5.98007040509453
-5.96018530717959,5.250836017073
-5.95918530717959,7.30962475695772
-5.95818530717959,6.54117213518633
-5.95718530717959,3.02273745594055
-5.95618530717959,-6.41336561332827
-5.95518530717959,0.108733831312145
-5.95418530717959,1.05013855067291
-5.95318530717959,-2.620417567609
-5.95218530717959,2.37783239271066
-5.95118530717959,6.1105789331954
-5.95018530717959,0.657476634769235
-5.94918530717959,7.27126920599347
-5.94818530717959,5.79917105590697
-5.94718530717959,2.98047387052979
-5.94618530717959,7.32251513057791
-5.94518530717959,-0.878247446526828
-5.94418530717959,10.5726194647907
-5.94318530717959,7.15665915990285
-5.94218530717959,-0.904542541903464
-5.94118530717959,1.23019285843078
-5.94018530717959,3.83467652332016
-5.93918530717959,-2.15155919783068
-5.93818530717959,5.22160998763871
-5.93718530717959,-2.6863953670411
-5.93618530717959,6.60808336771138
-5.93518530717959,11.9684093854359
-5.93418530717959,5.20359799068271
-5.93318530717959,5.89518410706199
-5.93218530717959,-2.69778607130859
-5.93118530717959,2.94618869101438
-5.93018530717959,0.369549917045711
-5.92918530717959,2.50576814211138
-5.92818530717959,1.81730359746148
-5.92718530717959,-0.271721968228471
-5.92618530717959,7.78115984463837
-5.92518530717959,7.78758423787117
-5.92418530717959,7.93218057309204
-5.92318530717959,4.74507394164993
-5.92218530717959,2.41519216188754
-5.92118530717959,5.48171877818954
-5.92018530717959,11.8202634894751
-5.91918530717959,8.65550652030853
-5.91818530717959,8.69340472376303
-5.91718530717959,-2.61363499589604
-5.91618530717959,-0.13430494237005
-5.91518530717959,-1.01175761467708
-5.91418530717959,10.7850771877068
-5.91318530717959,5.71301849476003
-5.91218530717959,6.92691975505553
-5.91118530717959,10.5980660445149
-5.91018530717959,6.18635298162276
-5.90918530717959,10.4641623447749
-5.90818530717959,3.04840943521066
-5.90718530717959,6.91924595864375
-5.90618530717959,2.76618133468324
-5.90518530717959,4.02217516804533
-5.90418530717959,4.01555662451818
-5.90318530717959,6.240486792924
-5.90218530717959,6.81594422481573
-5.90118530717959,1.29607647654918
